"Compounds ID"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: mzCloud Search"	"Annotation Source: Metabolika Search"	"Annotation Source: ChemSpider Search"	"FISh Coverage"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# Metabolika Pathways"	"Metabolika Pathways"	"mzCloud Best Match"	"mzCloud Best Sim. Match"	"MS2"	"Area: TRB00001_Blank_1.raw (F29)"	"Area: UMB00001_Blank_1.raw (F30)"	"Area: SCBIBlank4_1.raw (F31)"	"Area: SERCBLANK_2.raw (F32)"	"Area: SB00054_ACERRU.raw (F1)"	"Area: SB00061_ACERRU.raw (F2)"	"Area: SB00158_ACERRU.raw (F3)"	"Area: SB00174_ACERRU.raw (F4)"	"Area: SB00237_ACERRU.raw (F5)"	"Area: SBP00000_ACERRU.raw (F6)"	"Area: SR00044_ACERRU.raw (F7)"	"Area: SR00048_ACERRU.raw (F8)"	"Area: SR00054_ACERRU.raw (F9)"	"Area: SR00058_ACERRU.raw (F10)"	"Area: SR00063_ACERRU.raw (F11)"	"Area: SRP00001_ACERRU.raw (F12)"	"Area: TR00003_ACERRU.raw (F13)"	"Area: TR00007_ACERRU.raw (F14)"	"Area: TR00016_ACERRU.raw (F15)"	"Area: TR00021_ACERRU.raw (F16)"	"Area: TR00073_ACERRU.raw (F17)"	"Area: TRP00001_ACERRU.raw (F18)"	"Area: UM00109_ACERRU.raw (F19)"	"Area: UM00110_ACERRU.raw (F20)"	"Area: UM00113_ACERRU.raw (F21)"	"Area: UM00143_ACERRU.raw (F22)"	"Area: UM00144_ACERRU.raw (F23)"	"Area: UM00149_ACERRU.raw (F24)"	"Area: UM00160_ACERRU.raw (F25)"	"Area: UMP0001_ACERRU.raw (F26)"	"Group Area: Control"	"Group Area: Sample"	"Group CV [%]: Control"	"Group CV [%]: Sample"	"Ratio: (Sample) / (Control)"	"Log2 Fold Change: (Sample) / (Control)"	"P-value: (Sample) / (Control)"	"Adj. P-value: (Sample) / (Control)"
"1058"	"Guanine"	"C5 H5 N5 O"	"Full match"	"Full match"	"Full match"	"Full match"	""	"151.04928"	"1.089"	"68438576.1252058"	"2"	"2"	"7"	"Other"	"97.8"	""	"PreferredDDA"	"51651.1490838087"	"13943.6303504685"	"38104.4409334668"	"83764.5591009383"	"4487642.58333695"	"4940632.49572208"	"12062372.0090182"	"6711419.21579944"	"1014497.40930305"	"8334296.2406571"	"14547349.8086152"	"9620986.74930118"	"11182901.5436367"	"11658104.3998149"	"3149690.68723558"	"7705999.10998758"	"4995610.39688562"	"10276964.257054"	"20811090.335005"	"40462930.6134837"	"19648250.359081"	"16260597.6697206"	"46891579.965483"	"30662908.1519725"	"8147208.152913"	"438534.198219398"	"563313.419798601"	"858370.810578553"	"1828891.910649"	"68438576.1252058"	"44877.7950086378"	"8977641.49497914"	"62.1484125717816"	"115.005177419064"	"200.046"	"7.64"	"1.93339260319674E-05"	"4.79783428871894E-05"
"1082"	"Quercetin"	"C15 H10 O7"	"Full match"	"Full match"	"Full match"	"Full match"	""	"302.04241"	"7.411"	"67547716.8404241"	"3"	"18"	"1"	"Superpathway of flavones and derivatives biosynthesis"	"98.1"	""	"PreferredDDA"	"19512.6584991961"	"13612.415089424"	"17249.083434726"	"19538.3221670446"	"8332333.65515002"	"15763612.9824079"	"33645137.2217122"	"64276918.1289795"	"6280771.52851438"	"27955045.5750272"	"9414746.65897141"	"17212349.7928926"	"29225175.1860892"	"62525319.758222"	"11375101.7496894"	"39629724.3203249"	"67547716.8404241"	"44114336.4448057"	"56328261.9072191"	"50160140.8411362"	"23827288.5765105"	"57577420.7351099"	"4871530.4071741"	"3832907.04036132"	"14150705.8983602"	"11060218.3609947"	"9762549.47397183"	"32213637.2143044"	"14929105.6705881"	"29947905.1242426"	"18380.8709669611"	"25891167.0757689"	"15.9722499447009"	"71.5760660577748"	"1408.593"	"10.46"	"6.77796303742282E-24"	"8.3532269770841E-22"
"1087"	"Diundecyl phthalate"	"C30 H50 O4"	"Full match"	"No results"	"No results"	"Full match"	""	"474.36964"	"17.197"	"67448234.3924722"	"1"	"0"	"0"	""	""	""	"PreferredDDA"	"603251.44834672"	"767916.389199325"	"1016425.76832623"	"602715.356370257"	"5764158.75415927"	"654554.836208765"	"5316863.95589673"	"12905315.6696177"	"925652.617976997"	"6200724.84865852"	"4646695.11419538"	"2502946.79023079"	"1181944.05181836"	"3280650.27867329"	"1735952.79079991"	"4957651.97767167"	"615873.413448554"	"698658.040368864"	"915958.861291855"	"789554.603965407"	"737000.219458033"	"9846128.96281778"	"8566122.21728746"	"2479941.84174181"	"1263925.91596378"	"9777771.53822797"	"4601120.20296179"	"67448234.3924722"	"20120943.7945334"	"46269847.9216188"	"685583.918773022"	"3940885.24081754"	"26.133731684707"	"176.553815136295"	"5.748"	"2.52"	"1.12017937403363E-05"	"2.87319829914494E-05"
"1130"	"2-Hydroxy-3-(2-methylenecyclopropyl)succinate"	"C8 H8 O5"	"Full match"	"No results"	"Partial match"	"Full match"	""	"184.03710"	"4.464"	"64806814.3477793"	"3"	"0"	"1"	"Other"	""	""	"PreferredDDA"	"19710.5882470094"	"12115.2289539781"	"18425.5749646937"	"45366.3939962383"	"4391659.79504173"	"4549257.53681421"	"41711813.7890775"	"11381494.6710846"	"11935109.1788139"	"13802660.2102579"	"25730663.1299014"	"22895002.3955652"	"31929426.1340559"	"36782900.2187467"	"62576779.9155761"	"33963741.6856318"	"7644028.86005917"	"30061939.352713"	"11771428.6870651"	"64806814.3477793"	"44451545.5203028"	"32543540.5722091"	"170468.965595434"	"533840.186989243"	"424901.893187794"	"5746650.18496202"	"2002877.64170802"	"2534982.33095957"	"591167.930165618"	"8354065.19588289"	"19068.0816058515"	"11853268.9329395"	"61.4444116870926"	"97.1017448239472"	"621.629"	"9.28"	"1.25933491826644E-09"	"6.92194351367405E-09"
"2110"	"Pyridoxine"	"C8 H11 N O3"	"Full match"	"No results"	"Full match"	"Full match"	""	"169.07386"	"0.848"	"64189504.8157627"	"2"	"0"	"1"	"Other"	""	""	"NoMSn"	"201235.180232187"	"172064.922363066"	"71118.5401536836"	"203932.839286544"	"10252512.3278966"	"4912298.62996532"	"30804180.1826587"	"31669443.033433"	"16924108.0982023"	"34113277.1588545"	"6225102.74171389"	"64189504.8157627"	"63216088.8208965"	"36713848.6963444"	"11478530.0465728"	"13669785.2150609"	"9314977.34378262"	"29156719.2686052"	"26027447.7413358"	"11642490.6182043"	"7420063.00265227"	"35531503.1223197"	"50271.8605550891"	"167062.709229709"	"259682.505511202"	"1128745.09171463"	"161335.86711648"	"730613.029770879"	"1507343.77287091"	"9498256.92009312"	"186650.051297626"	"10865521.1872347"	"38.4600379497649"	"104.900387158047"	"58.213"	"5.86"	"9.54914850386867E-08"	"3.62981196752407E-07"
"1313"	"(22E)-Stigmasta-5,22-dien-3-ol"	"C29 H48 O"	"Full match"	"No results"	"Full match"	"Full match"	""	"412.37015"	"18.536"	"63950065.8659967"	"16"	"0"	"6"	"Superpathway of cholesterol biosynthesis;Cholesterol biosynthesis II (via 24,25-dihydrolanosterol);Other"	""	""	"PreferredDDA"	"334220.762922228"	"1001352.65901736"	"410327.883261965"	"259197.547521156"	"1782495.39015741"	"2031144.23538301"	"1432229.04788904"	"1315921.26289897"	"711169.797014283"	"598937.673035139"	"1656223.64471868"	"1559835.62087246"	"1046528.18730721"	"1459746.21782556"	"1029846.94904079"	"4092815.04647027"	"366885.144836937"	"456714.384423593"	"340581.18415729"	"462449.746566905"	"337201.251618323"	"974245.49626144"	"25436740.033732"	"17888108.2916618"	"31268793.9758206"	"47525662.3841349"	"20062180.7733913"	"53841353.31467"	"34351271.5189949"	"63950065.8659967"	"372274.323092096"	"1509790.91934901"	"67.6368713376148"	"155.899094905826"	"4.056"	"2.02"	"0.00103398584264957"	"0.00198996071203434"
"1260"	"Aminolevulinic acid"	"C5 H9 N O3"	"Full match"	"No results"	"Not the top hit"	"Full match"	""	"131.05814"	"0.678"	"63786494.6525978"	"8"	"0"	"7"	"Adenosylcobalamin biosynthesis II (aerobic);Adenosylcobalamin biosynthesis I (anaerobic);Other"	""	""	"NoMSn"	"34911.3993673094"	"12058.3923995436"	"70140.9400903342"	"65932.8728250084"	"9624354.85758698"	"12845325.1359956"	"34154057.578735"	"21030943.2073826"	"15639648.8142267"	"22578361.9335324"	"63786494.6525978"	"32410465.7542559"	"44105330.6736054"	"36445025.3472303"	"15397615.289553"	"52808342.5187417"	"21153844.1195874"	"37991413.1026237"	"39579758.840936"	"48267244.7371512"	"59375447.5892682"	"34960123.881704"	"1244685.78245914"	"3628719.87877464"	"2051765.87222208"	"2242676.2643166"	"2556873.66979029"	"3251507.43750124"	"2735399.1962814"	"11062269.227065"	"50422.1360961589"	"21092393.663485"	"59.9108011981807"	"80.0545070966718"	"418.316"	"8.71"	"3.52905434818236E-05"	"8.36392421861849E-05"
"1202"	"3beta-hydroxy-4beta-methyl-5alpha-cholest-7-ene-4alpha-carbaldehyde"	"C29 H48 O2"	"Full match"	"No results"	"Partial match"	"Full match"	""	"428.36542"	"17.568"	"60852131.5022972"	"4"	"0"	"6"	"Superpathway of cholesterol biosynthesis;Cholesterol biosynthesis II (via 24,25-dihydrolanosterol);Other"	""	""	"PreferredDDA"	"251873.925458415"	"942242.252265957"	"255802.483117246"	"91943.6306403042"	"12770300.0682944"	"19387115.5789056"	"47113482.3667551"	"60852131.5022972"	"45714033.2442914"	"35392058.8104051"	"52340324.3644226"	"21366959.2653818"	"33271304.7061866"	"25012411.6432555"	"16802888.2137813"	"51735459.7427461"	"711682.992214452"	"1744411.08956889"	"2540508.01347909"	"3593911.39153447"	"7274977.50228063"	"29188616.0441929"	"22795540.668903"	"19400447.5581743"	"15090269.9463843"	"11441748.1083706"	"4849646.67008156"	"23276494.5253808"	"19554248.5482954"	"57255207.3608177"	"253838.204287831"	"20460603.9068386"	"98.310296631207"	"74.0675784298837"	"80.605"	"6.33"	"0.000957801464032058"	"0.00185415427244207"
"1434"	"2-(beta-D-Glucopyranosyloxy)-5-hydroxybenzoic acid"	"C13 H16 O9"	"Full match"	"No results"	"Full match"	"Full match"	""	"316.07924"	"7.874"	"60530903.0148925"	"1"	"0"	"1"	"Other"	""	""	"PreferredDDA"	"40437.7034758386"	"29870.8372792403"	"55095.0620713487"	"32257.4651594452"	"33092123.7550872"	"41679033.068535"	"60530903.0148925"	"28306214.5243929"	"21070232.7607429"	"36114279.6873727"	"9311277.98922466"	"22208869.2256851"	"33448828.1074733"	"27981895.6018481"	"40353648.4749596"	"48990755.8156927"	"17027787.9906378"	"18760067.2157257"	"15657173.6274416"	"29230278.3358106"	"30628423.3193158"	"33248536.0334267"	"513810.092972765"	"3463701.00011972"	"1791128.56218416"	"9036570.56972557"	"5148214.38798918"	"14708013.8100916"	"6937364.02375892"	"11965545.7739502"	"36347.5843176419"	"21639550.993214"	"28.8987431041568"	"66.8315691912787"	"595.350"	"9.22"	"1.60497623562108E-16"	"3.47824193096781E-15"
"1221"	"NP-015559"	"C17 H14 O7"	"Full match"	"Full match"	"Partial match"	"Partial match"	""	"330.07388"	"8.913"	"59688279.8892207"	"9"	"4"	"2"	"Other"	"90.0"	""	"PreferredDDA"	"214166.809778248"	"226266.971306343"	"41215.9245035256"	"30129.54439195"	"34638.3226991592"	"29206.2467914635"	"73845.1447393508"	"615030.681576239"	"106942.547815716"	"303750.164130425"	"686341.734967523"	"833845.897798183"	"3941169.83420453"	"280526.932048183"	"2981376.40990725"	"3154721.39698891"	"2540331.41141521"	"6663777.96263937"	"15108316.8197433"	"59688279.8892207"	"352577.423598102"	"26403710.071073"	"375006.637701798"	"2063044.49918211"	"566234.806380313"	"130352.106913566"	"220753.558355014"	"278544.032850015"	"1301810.57341577"	"1973914.72424359"	"127691.367140887"	"650686.208271881"	"83.4399245877914"	"249.35451799181"	"5.096"	"2.35"	"0.0116861930082354"	"0.0198535240460454"
"1230"	"oxybenzone"	"C14 H12 O3"	"Full match"	"No results"	"No results"	"Full match"	""	"228.07881"	"12.897"	"59362634.6031226"	"2"	"0"	"0"	""	""	""	"PreferredDDA"	"1157861.18674168"	"48503569.8076454"	"3705889.25998534"	"1278918.21979218"	"888979.515417201"	"967788.088724046"	"14918064.132347"	"59362634.6031226"	"6817011.66651372"	"27490427.0079794"	"37778751.5626852"	"15134775.9615218"	"10365718.2044933"	"19805610.2882858"	"41295543.4141192"	"32053301.8898109"	"1044770.77046182"	"1262532.2370558"	"1120301.35029301"	"965552.16326484"	"934252.879920225"	"1340164.03292406"	"31703320.4331752"	"32278854.0868221"	"42539621.6567792"	"20382609.0449075"	"20980302.5590974"	"34167828.2973431"	"35252368.4259434"	"35484706.3422841"	"2492403.73988876"	"20094109.6665967"	"170.24146396299"	"83.6758346890047"	"8.062"	"3.01"	"0.405441157343733"	"0.544045336280866"
"1242"	"MUD"	"C16 H18 O8"	"Full match"	"No results"	"No results"	"Full match"	""	"338.10051"	"6.104"	"58878716.17379"	"2"	"0"	"0"	""	""	""	"NoMSn"	"32770.777789139"	"74656.3499055648"	"331157.720988947"	"282220.844766767"	"11164029.2744683"	"1882674.42641037"	"17236146.0715027"	"940337.58467845"	"5183823.05595426"	"9586352.80524391"	"10693484.6162354"	"5283585.37543632"	"588314.032098299"	"27619273.496305"	"58878716.17379"	"24040790.7635148"	"13059062.0546098"	"9278012.74433743"	"7885829.91266804"	"27975702.8426823"	"7183929.72543747"	"4396818.44795046"	"188742.865981907"	"4307487.59363345"	"8969867.75790727"	"1129914.24756497"	"201985.856525195"	"1743052.04811334"	"430073.467165707"	"8317056.02673072"	"178438.597336166"	"7534879.81905276"	"82.3545617061944"	"123.77355873635"	"42.227"	"5.40"	"0.0022467425606337"	"0.00414836275319895"
"1248"	"Scrophulein"	"C17 H14 O6"	"Full match"	"Full match"	"Partial match"	"Full match"	""	"314.07896"	"9.629"	"58418711.5231599"	"11"	"6"	"2"	"Other"	"93.7"	""	"PreferredDDA"	"41958.6766533959"	"65808.0761023226"	"73949.7424926126"	"31395.9759912267"	"34291.0702202907"	"44276.0748020291"	"72658.6092208348"	"69906.7941575671"	"187555.426869088"	"92031.039571237"	"164669.435132942"	"121553.36795666"	"2569926.96726512"	"187496.074009608"	"262897.700151456"	"1227575.56123755"	"3547105.62296544"	"3279586.30125126"	"46567423.9797585"	"58418711.5231599"	"639821.995478572"	"31418340.4520512"	"122209.381236921"	"1345733.68880919"	"147126.684809432"	"55520.5409021549"	"193895.971737804"	"156560.850837203"	"167795.889829937"	"863202.356603508"	"53883.3763778593"	"187525.750439348"	"37.402126441856"	"258.695304611107"	"3.480"	"1.80"	"5.87043399639167E-05"	"0.000134186970612492"
"1252"	"Olomoucine"	"C15 H18 N6 O"	"Full match"	"Full match"	"No results"	"No results"	""	"298.15475"	"12.509"	"58217369.1194787"	"0"	"2"	"0"	""	"88.2"	""	"PreferredDDA"	"30813532.4044491"	"3522262.11138762"	"22840453.3450478"	"6159974.99972697"	"4999851.78802555"	"5127374.26333632"	"7101043.17721231"	"7343919.65174955"	"8388650.60698093"	"22130494.4136363"	"23212177.0842282"	"21594160.6547191"	"24865829.5767529"	"23434134.7870632"	"24418499.6507725"	"58217369.1194787"	"27519213.4636336"	"25354275.8325477"	"27853976.3609387"	"26961655.8472207"	"28054056.5889292"	"21171662.908831"	"1348486.91080073"	"2796380.55010366"	"4659299.34777859"	"2172059.10077537"	"3831302.88601595"	"2991664.76875691"	"3380902.61408693"	"13983730.2864675"	"14500214.1723874"	"17577696.5976492"	"83.0388307203673"	"81.5577752833021"	"1.212"	"0.28"	"0.955473520875174"	"0.97996197128157"
"1256"	"Stearamide"	"C18 H37 N O"	"Full match"	"Full match"	"No results"	"No results"	""	"283.28740"	"16.759"	"57835644.0518127"	"0"	"1"	"0"	""	"99.0"	""	"PreferredDDA"	"14025588.8892365"	"57835644.0518127"	"12723033.0646519"	"11152803.8424754"	"9949430.1157212"	"8123654.86756101"	"27761078.18002"	"24262664.6007367"	"17436127.6022864"	"20938489.1446156"	"13680963.6626759"	"12432797.9609007"	"12884117.8172516"	"14053324.9658695"	"14158872.6973694"	"52887979.8928449"	"15202194.0570053"	"14476127.9164158"	"15396605.7041641"	"16401401.7493018"	"14894989.6468326"	"21765985.4423275"	"33445488.7478556"	"34414097.4254584"	"35005433.8370827"	"30803858.6545874"	"36083218.9164822"	"38490130.7857292"	"37848592.7359004"	"53347700.2008568"	"13374310.9769442"	"19187308.373451"	"94.5565392211404"	"52.9946134205055"	"1.435"	"0.52"	"0.748195698135697"	"0.858273134459758"
"1284"	"Kaempferol"	"C15 H10 O6"	"Full match"	"Full match"	"Full match"	"Full match"	""	"286.04760"	"8.480"	"55641397.4909965"	"7"	"13"	"2"	"Superpathway of flavones and derivatives biosynthesis ;Superpathway of isoflavonoids (via naringenin)"	"98.3"	""	"PreferredDDA"	"18529.6300928647"	"36150.5228104964"	"100782.773379511"	"24106.6154343211"	"3011075.62398839"	"21608387.0969559"	"7785966.8209228"	"22500938.727803"	"40429042.1906723"	"20493410.5664791"	"30488111.7717343"	"21237582.8379314"	"49030738.6167182"	"43068724.8586544"	"25769808.4015698"	"55641397.4909965"	"23072625.5429162"	"26549230.6010039"	"23318214.047882"	"11647771.7008568"	"11332692.5659207"	"21664523.1569588"	"1662060.98738727"	"3804721.79243353"	"4634117.7808273"	"4736781.35926148"	"1610414.64971013"	"2445502.25764854"	"2880050.35168297"	"7790895.31098318"	"30128.5691224088"	"20865496.7022053"	"84.5999507468973"	"82.3829135473231"	"692.549"	"9.44"	"2.74764987580766E-05"	"6.62558005177666E-05"
"1292"	"Calonectrin"	"C19 H26 O6"	"Full match"	"No results"	"Full match"	"No results"	""	"350.17304"	"14.326"	"55280733.864595"	"0"	"0"	"1"	"Other"	""	""	"PreferredDDA"	"48001.9924192112"	"45300.4705704955"	"53452.6736856418"	"44160.0489091882"	"43776359.8406421"	"22948241.5109984"	"38028092.1932528"	"18262686.5457804"	"22455726.7584504"	"31964563.1891444"	"55280733.864595"	"26166902.6988734"	"8108488.67101566"	"25262024.8507761"	"9540921.93807989"	"28340534.7854826"	"48687.4982517503"	"154545.144765995"	"46321.0984176472"	"835509.999522615"	"2237215.29816445"	"8883774.63827961"	"19674337.4056888"	"1666670.46403306"	"838976.448575076"	"5305007.34950938"	"63076.1225827174"	"8682889.33333089"	"3398800.67313735"	"12270819.7423178"	"46651.2314948534"	"9212348.28817975"	"8.67833742370789"	"100.886344032332"	"197.473"	"7.63"	"5.98669765805879E-11"	"4.25263405168635E-10"
"1341"	"Cianidanol"	"C15 H14 O6"	"Full match"	"No results"	"No results"	"Full match"	""	"290.07922"	"7.187"	"52672524.6270363"	"5"	"0"	"0"	""	""	""	"NoMSn"	"75408.7807104491"	"34836.4882863172"	"89055.1942766043"	"33512.6483724787"	"15204261.4683751"	"16229418.9260296"	"36818819.0972142"	"4940107.84462985"	"7870847.66924263"	"17905006.6622872"	"4299182.0384238"	"11721831.8312313"	"18476936.4026403"	"19656099.6816356"	"52672524.6270363"	"24980187.8231085"	"807367.126588728"	"1418936.17722633"	"414618.28470689"	"765788.50690703"	"792054.831750562"	"1458665.64541765"	"241407.652484779"	"343477.73846055"	"637608.248743895"	"793259.524927625"	"530528.565084532"	"264277.153443318"	"1516950.29061648"	"1298305.67330059"	"55122.6344983832"	"1487807.96801707"	"48.6311302796539"	"140.826355348326"	"26.991"	"4.75"	"4.52450525012625E-08"	"1.83830451767223E-07"
"1356"	"2-Ethoxy-2'-ethyloxanilide"	"C18 H20 N2 O3"	"Full match"	"Full match"	"No results"	"No results"	""	"312.14695"	"14.392"	"52322646.0976989"	"0"	"1"	"0"	""	"91.6"	""	"PreferredDDA"	"88646.0645139739"	"19757754.6838287"	"1238549.92314805"	"157087.663809418"	"144245.741772411"	"105871.036498816"	"98720.9159786311"	"89194.9371198543"	"135350.559962744"	"1410080.78225272"	"1193101.09547655"	"1063965.1777892"	"1067986.10329409"	"1272522.42209482"	"1296495.30729203"	"666731.457608055"	"141456.269399649"	"86024.0505477152"	"132962.653950245"	"89550.3145904295"	"109828.80064902"	"235628.618683916"	"11584390.7760218"	"12700192.9337213"	"11394092.643854"	"13035693.3886866"	"9966116.79558971"	"11602306.3128026"	"13787078.4255383"	"52322646.0976989"	"697818.793478735"	"1065975.64054164"	"181.637676416892"	"193.792479207266"	"1.528"	"0.61"	"0.874902747645577"	"0.93602972551685"
"1358"	"Propofol"	"C12 H18 O"	"Full match"	"No results"	"No results"	"Full match"	""	"178.13572"	"11.699"	"52221581.3689657"	"1"	"0"	"0"	""	""	""	"PreferredDDA"	"199024.919288504"	"185130.416934728"	"274269.748092231"	"172435.628234722"	"13832539.2601635"	"1723316.0973782"	"11584272.9484303"	"35724375.1263475"	"965658.043410424"	"15686769.624049"	"52221581.3689657"	"7818068.07149796"	"6777873.79793327"	"27000380.6496273"	"9669061.40400632"	"22046783.9174044"	"15276972.7893463"	"21443315.3610603"	"34727796.5050776"	"1117980.18579056"	"1102865.76087205"	"22207046.8205064"	"376342.066958957"	"729188.150578453"	"385288.178584237"	"2040474.88258765"	"1506849.02095742"	"13651214.9983775"	"6749533.02476027"	"11207913.523583"	"192077.668111616"	"10438487.4637947"	"21.9912348210371"	"101.843736261177"	"54.345"	"5.76"	"1.3019546463705E-11"	"1.05948242463992E-10"
"3293"	"4-Coumaric acid"	"C9 H8 O3"	"Full match"	"Full match"	"Full match"	"Full match"	""	"164.04742"	"5.180"	"51853991.7876142"	"3"	"1"	"6"	"Superpathway of chorismate metabolism;Anaerobic aromatic compound degradation (Thauera aromatica);Superpathway of scopolin and esculin biosynthesis;Superpathway of aromatic amino acid biosynthesis;Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Other"	"82.7"	""	"PreferredDDA"	"95219.8565490293"	"101773.00162773"	"82455.7097643247"	"161396.855558672"	"3624546.18906897"	"1220028.62945202"	"17212720.0148871"	"51853991.7876142"	"1052354.24901153"	"13233208.8985775"	"2066444.56465037"	"4314655.14756652"	"1610064.55545837"	"5799885.97775347"	"3004162.29295308"	"2363454.06870912"	"4557854.78185278"	"1513082.1807667"	"1541216.12498298"	"2225511.70967283"	"822651.718400271"	"2165530.19648047"	"122981.218851998"	"133251.941377811"	"250323.96917158"	"281546.097700757"	"156792.203235232"	"528743.202677807"	"160603.944516081"	"1253937.48528126"	"98496.4290883795"	"1575640.34022067"	"31.8058724927072"	"219.753225962527"	"15.997"	"4.00"	"2.33886624227527E-08"	"9.99760250406757E-08"
"1377"	"4-Indolecarbaldehyde"	"C9 H7 N O"	"Full match"	"Full match"	"No results"	"Partial match"	""	"145.05271"	"3.134"	"51459150.3840731"	"2"	"2"	"0"	""	"96.7"	""	"PreferredDDA"	"22832.4910495453"	"108495.727880734"	"22581.700249163"	"29806.8459567094"	"1229742.57510923"	"440740.819302625"	"569435.69496286"	"865704.983818807"	"1082590.57977802"	"1321874.66187341"	"24849162.5132141"	"2918876.77245612"	"2771701.70264511"	"6506742.47209858"	"1813750.40725139"	"1691279.5264169"	"11991980.7201011"	"28392099.9128606"	"5664958.60582784"	"51459150.3840731"	"14672629.1261403"	"27716714.8065415"	"309666.372165429"	"309275.436309282"	"228922.96522688"	"1903340.06615448"	"554573.445412473"	"1008328.86849105"	"1106692.20134182"	"2624163.07842513"	"26319.6685031274"	"1752514.96683414"	"91.108089032078"	"166.68127734179"	"66.586"	"6.06"	"2.75330866775998E-05"	"6.63766070292643E-05"
"1383"	"Sodium [dodecanoyl(methyl)amino]acetate"	"C15 H29 N O3"	"Full match"	"Full match"	"No results"	"Full match"	""	"271.21483"	"14.508"	"51250890.6675059"	"1"	"1"	"0"	""	"99.3"	""	"PreferredDDA"	"4937711.44523619"	"37229016.4399221"	"2886584.7690803"	"1765013.21349094"	"909487.660784202"	"922243.338903372"	"1217390.3761622"	"1221605.84665171"	"1577147.501085"	"3181806.09614019"	"3360589.22813847"	"3263420.34424605"	"3596571.74332385"	"3203547.17963185"	"3304198.1431646"	"18100100.6927491"	"5209257.55495932"	"5080210.73920399"	"5018817.68284893"	"5212662.43026269"	"5142676.34962766"	"4864873.69314265"	"16483219.6047906"	"17914796.1962351"	"21416061.2952797"	"14616379.2134214"	"19782223.0294434"	"15531483.2460718"	"19365061.7118349"	"51250890.6675059"	"3912148.10715825"	"5049514.21102646"	"145.814023388307"	"114.290471381918"	"1.291"	"0.37"	"0.995443706477112"	"0.998820260365817"
"1384"	"Hexalure"	"C18 H34 O2"	"Full match"	"No results"	"Partial match"	"Full match"	""	"282.25567"	"16.768"	"51240604.9633695"	"4"	"0"	"3"	"Other"	""	""	"OtherDDA"	"874805.657833734"	"51240604.9633695"	"6165480.62570875"	"2832819.85953344"	"2142110.64658156"	"2259486.56296827"	"951400.50605805"	"1915953.74691941"	"858430.776490046"	"8908176.96444566"	"7685336.44363506"	"5603924.71946971"	"5475786.9560277"	"6457577.90279878"	"7517657.27311765"	"3868392.10472006"	"6927232.64801791"	"3322557.00029627"	"2789263.93347012"	"1981681.76434548"	"3094618.79379206"	"4306472.87097059"	"38214028.7261831"	"35211468.8813729"	"33234646.1975914"	"29592969.2528076"	"37243024.6982191"	"33605920.3693209"	"32653072.7121769"	"37223637.19829"	"4499150.2426211"	"6030751.31113425"	"157.568979100725"	"107.042979243409"	"1.340"	"0.42"	"0.768301635882849"	"0.871169631208824"
"1391"	"Palmitic Acid"	"C16 H32 O2"	"Full match"	"No results"	"Full match"	"Full match"	""	"256.23989"	"16.721"	"50896582.1129804"	"1"	"0"	"2"	"Other"	""	""	"OtherDDA"	"538798.172702332"	"50896582.1129804"	"677910.137535041"	"637130.860623134"	"737134.636495566"	"752876.939513026"	"683026.137196079"	"733058.177456547"	"575583.027406393"	"1214531.5903514"	"762531.747664891"	"870333.112307472"	"1868427.62979961"	"842590.347662407"	"832329.516875778"	"1821864.23102192"	"356589.029265665"	"360111.501765504"	"347330.806336171"	"420776.800857377"	"616557.894274107"	"767621.947494572"	"33778693.0765777"	"17976994.6828998"	"22427224.0700704"	"34421470.3224579"	"26046094.478485"	"33418878.0762321"	"29588716.5943516"	"16905224.6236004"	"657520.499079088"	"837459.932269093"	"190.628890227578"	"145.394215504243"	"1.274"	"0.35"	"0.899499130725276"	"0.950023397851198"
"1400"	"Vitamin E Acetate"	"C31 H52 O3"	"Full match"	"Full match"	"No results"	"No results"	""	"472.39129"	"18.541"	"50474487.7099144"	"0"	"1"	"0"	""	"94.7"	""	"PreferredDDA"	"7019182.31247078"	"50474487.7099144"	"3380128.87804198"	"4632109.78958662"	"996687.667642877"	"895284.213200716"	"1726339.53503681"	"1754383.55314228"	"5386031.80586627"	"4564171.39471131"	"3478998.37705253"	"3525816.78006916"	"4176802.09599317"	"3764245.81254571"	"2999964.03734072"	"25612402.6578082"	"6256931.69308293"	"6971396.39744058"	"7921667.67439556"	"6664654.1833848"	"6124703.03165431"	"4866440.46620796"	"17711073.6553657"	"17534307.7087755"	"16174737.7046013"	"19057263.5510736"	"18065989.0815687"	"24594179.5939572"	"17767946.2413124"	"19176145.2923111"	"5825646.0510287"	"6190817.36236862"	"139.114612778794"	"82.2114474625738"	"1.063"	"0.09"	"0.668409900643945"	"0.798267936215635"
