"Compounds ID"	"Name"	"Formula"	"Annotation Source: Predicted Compositions"	"Annotation Source: mzCloud Search"	"Annotation Source: Metabolika Search"	"Annotation Source: ChemSpider Search"	"FISh Coverage"	"Molecular Weight"	"RT [min]"	"Area (Max.)"	"# ChemSpider Results"	"# mzCloud Results"	"# Metabolika Pathways"	"Metabolika Pathways"	"mzCloud Best Match"	"mzCloud Best Sim. Match"	"MS2"	"Area: SCBIBlank4_1.raw (F34)"	"Area: SERCBLANK_2.raw (F35)"	"Area: TRB00001_Blank_1.raw (F36)"	"Area: UMB00001_Blank_1.raw (F37)"	"Area: SB00114_QUERRU_actual.raw (F1)"	"Area: SB00115_QUERRU.raw (F2)"	"Area: SB00116_QUERRU.raw (F3)"	"Area: SB00117_QUERRU.raw (F4)"	"Area: SB00119_QUERRU.raw (F5)"	"Area: SB00121_QUERRU.raw (F6)"	"Area: SB00124_QUERRU.raw (F7)"	"Area: SB00207_QUERRU.raw (F8)"	"Area: SB00232_QUERRU.raw (F9)"	"Area: SBP00000_QUERRU.raw (F10)"	"Area: SR00147_QUERRU.raw (F11)"	"Area: SR00155_QUERRU.raw (F12)"	"Area: SR00161_QUERRU.raw (F13)"	"Area: SR00165_QUERRU.raw (F14)"	"Area: SRP00001_QUERRU.raw (F15)"	"Area: TR00015_QUERRU.raw (F16)"	"Area: TR00018_QUERRU.raw (F17)"	"Area: TR00022_QUERRU.raw (F18)"	"Area: TR00023_QUERRU.raw (F19)"	"Area: TR00024_QUERRU.raw (F20)"	"Area: TRP00001_QUERRU.raw (F21)"	"Area: UM00000_QUERRU.raw (F22)"	"Area: UM00009_QUERRU.raw (F23)"	"Area: UM00010_QUERRU.raw (F24)"	"Area: UM00033_QUERRU.raw (F25)"	"Area: UM00034_QUERRU.raw (F26)"	"Area: UM00036_QUERRU.raw (F27)"	"Area: UM00057_QUERRU.raw (F28)"	"Area: UM00079_QUERRU.raw (F29)"	"Area: UM00094_QUERRU.raw (F30)"	"Area: UM00117_QUERRU.raw (F31)"	"Area: UM00121_QUERRU.raw (F32)"	"Area: UMP0001_QUERRU.raw (F33)"	"Group Area: Control"	"Group Area: Sample"	"Group CV [%]: Control"	"Group CV [%]: Sample"	"Ratio: (Sample) / (Control)"	"Log2 Fold Change: (Sample) / (Control)"	"P-value: (Sample) / (Control)"	"Adj. P-value: (Sample) / (Control)"
"188"	"Miquelianin"	"C21 H18 O13"	"Full match"	"Full match"	"No results"	"No results"	""	"478.07434"	"7.965"	"404845958.063558"	"0"	"9"	"0"	""	"99.3"	"64.0"	"PreferredDDA"	"50925.8941825357"	"1043204.28342719"	"47506.0786547384"	"43818.0911950851"	"927078.739464"	"719981.992117446"	"11101684.7890512"	"1036933.72295931"	"8746100.05357187"	"19107180.3966205"	"1448981.95599013"	"5175386.12563256"	"435657.046923708"	"2078605.27506193"	"4950558.97749443"	"226380.514031168"	"169107.716188565"	"14758317.8730928"	"15769873.0165645"	"104631040.666003"	"404845958.063558"	"217337597.231521"	"11901221.9015296"	"85647256.5743316"	"225490670.807023"	"9752323.86639855"	"247189.060853769"	"782903.366977812"	"915109.158933752"	"29943696.2496488"	"234457.405866606"	"133380.713354415"	"12878135.5726737"	"591169.37485585"	"49417298.852721"	"407587.607541944"	"9752323.86639855"	"49215.986418637"	"5175386.12563256"	"168.003857248007"	"227.26233436305"	"105.157"	"6.72"	"0.00838073755005932"	"0.0149421536440402"
"330"	"Caffeic acid"	"C9 H8 O4"	"Full match"	"Full match"	"Full match"	"Full match"	""	"180.04214"	"6.400"	"379817868.393527"	"7"	"3"	"9"	"Superpathway of scopolin and esculin biosynthesis;Superpathway of chorismate metabolism;Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Superpathway of aromatic amino acid biosynthesis;Other"	"90.4"	""	"PreferredDDA"	"290766.439562078"	"150282.419285041"	"408768.161680609"	"516986.122514522"	"234537928.333547"	"124469448.227287"	"132769893.879229"	"240751155.15827"	"45280359.4076098"	"177289697.917219"	"207455033.309513"	"276483847.700085"	"158715296.38509"	"155521651.571928"	"228693161.782315"	"197958012.966948"	"106611726.645674"	"100240216.282309"	"379817868.393527"	"52421685.2629767"	"7536545.02083045"	"35344097.5701117"	"48711473.1129164"	"34624720.1436075"	"60321255.7276085"	"31161959.3643242"	"63795100.9391812"	"66347528.5686948"	"7619873.31596223"	"78444408.3267971"	"73696457.4597728"	"36136551.124093"	"1149800.60979357"	"44692807.7890995"	"1326012.70986303"	"14363458.1947572"	"31161959.3643242"	"349767.300621343"	"66347528.5686948"	"46.1051986383249"	"89.4297340339555"	"189.690"	"7.57"	"1.1205004862003E-07"	"5.48933666354742E-07"
"200"	"7-Hydroxycoumarine"	"C9 H6 O3"	"Full match"	"Full match"	"Full match"	"Full match"	""	"162.03158"	"4.319"	"379674481.691125"	"3"	"6"	"1"	"Superpathway of scopolin and esculin biosynthesis"	"61.9"	"81.2"	"PreferredDDA"	"277103.995522509"	"226251.779722303"	"379492.85368285"	"250230.299860206"	"271699321.524963"	"194135043.17485"	"215777909.0073"	"14138487.540992"	"87512297.640108"	"117423340.957838"	"335882497.913077"	"379674481.691125"	"157070868.726975"	"186378005.273304"	"13699558.3774454"	"235921316.079364"	"25674126.9942299"	"232637710.874258"	"316708953.318373"	"201260814.356353"	"267070181.933354"	"339298384.523978"	"197002004.418848"	"206656871.058778"	"301921188.526005"	"12063856.9228708"	"5909193.6450818"	"6738696.00625094"	"429051.442196774"	"62554112.4329204"	"3805254.06549995"	"12732572.5861482"	"605660.117709154"	"66925520.2590642"	"550320.39205351"	"33808051.3902198"	"12063856.9228708"	"263667.147691358"	"117423340.957838"	"23.8034180394032"	"91.2379710880973"	"445.347"	"8.80"	"6.23685081270931E-16"	"1.7510636575248E-14"
"250"	"4a-Formyl-1-methyl-8-methylenegibbane-1,10-dicarboxylate"	"C20 H24 O5"	"Full match"	"No results"	"No results"	"Full match"	""	"344.16240"	"12.112"	"376054620.805505"	"1"	"0"	"0"	""	""	""	"NoMSn"	"240351.268387273"	"118095.143425534"	"190166.799043603"	"172350.190309311"	"312575324.595662"	"79785014.0955776"	"45772151.7183597"	"6658502.23092402"	"21025156.6833404"	"54134052.8143072"	"26967118.3652673"	"376054620.805505"	"25750457.7710462"	"110669235.141458"	"12686395.5378869"	"40167725.0054868"	"333837296.477148"	"54366684.2522436"	"315383229.686132"	"21621919.6174086"	"34551435.9299047"	"26846483.0342596"	"10613135.3692125"	"2174128.43611548"	"34733290.8018531"	"85677806.3287152"	"5191481.40878804"	"721903.884375431"	"65484382.8026196"	"5409251.79316258"	"4950867.66213155"	"979769.419934569"	"26010106.9292156"	"41501926.3549059"	"306636974.45245"	"4724994.90705314"	"85677806.3287152"	"181258.494676457"	"34551435.9299047"	"27.9912978506705"	"142.661192069249"	"190.620"	"7.57"	"7.53371770294936E-16"	"2.08123987451531E-14"
"229"	"4a-Formyl-1-methyl-8-methylenegibbane-1,10-dicarboxylate"	"C20 H24 O5"	"Full match"	"No results"	"No results"	"Full match"	""	"344.16221"	"11.986"	"375349525.342679"	"1"	"0"	"0"	""	""	""	"PreferredDDA"	"627795.293209187"	"442087.765223208"	"147747.209996812"	"289106.564424974"	"312148459.297969"	"83316148.1797041"	"46349641.3878237"	"11083310.2938602"	"20979839.3109037"	"42494055.2936463"	"29924193.6582645"	"375349525.342679"	"25935014.0575859"	"146033428.625988"	"12897645.9130144"	"40181714.483126"	"330922764.578368"	"54410202.9559695"	"317102319.830395"	"21896319.8955606"	"34997524.8541848"	"27184768.199847"	"12216223.3855709"	"5290316.4022755"	"35331796.6497426"	"37658306.9814236"	"6141686.87157504"	"1469485.81662468"	"46005902.5897889"	"5552337.11029875"	"5069580.97282375"	"1309020.56335928"	"7019074.81574352"	"39734761.9974776"	"53764865.1703687"	"4814554.68153159"	"37658306.9814236"	"365597.164824091"	"34997524.8541848"	"54.7109953549768"	"154.59591224139"	"95.727"	"6.58"	"4.83589751003551E-06"	"1.69371162961651E-05"
"575"	"1,3-Dihydroxy-2-propanyl (9Z)-9-nonadecenoate"	"C22 H42 O4"	"Full match"	"No results"	"No results"	"Full match"	""	"370.30809"	"16.873"	"373794842.224352"	"1"	"0"	"0"	""	""	""	"OtherDDA"	"135139245.779049"	"152083266.882662"	"143872159.067418"	"150068209.327433"	"143628298.363582"	"173527782.823943"	"164313738.962161"	"220910579.285866"	"174914073.295866"	"158532508.570516"	"276861090.89908"	"107016840.92615"	"145055014.880694"	"373794842.224352"	"159718816.456793"	"164432173.782923"	"165439485.595754"	"166932868.248293"	"169491652.729924"	"155582504.007948"	"152299224.420547"	"146616865.041204"	"142912073.795193"	"152167124.474088"	"160311604.049124"	"153920423.001997"	"92228686.2066052"	"85256080.7130556"	"118583443.781453"	"76241857.0245887"	"131462790.549395"	"120087503.288821"	"116053781.375793"	"101769766.196715"	"110168555.813586"	"87327908.217373"	"153920423.001997"	"146970184.197426"	"152299224.420547"	"5.24216712549967"	"36.7467277667379"	"1.036"	"0.05"	"0.92818154349406"	"0.956796538699055"
"234"	"Adenine"	"C5 H5 N5"	"Full match"	"Full match"	"Full match"	"Partial match"	""	"135.05447"	"0.769"	"360552552.894128"	"1"	"1"	"8"	"Superpathway of purine nucleotide salvage;Other"	"99.7"	""	"PreferredDDA"	"44234.9256086304"	"430359.113611695"	"28765.0220346267"	"28336.5050394531"	"115168930.21214"	"40920048.8320239"	"43060795.4392012"	"49492691.9691772"	"41729944.8194032"	"26886177.4220878"	"75983472.7510211"	"85523058.089213"	"14444273.6642092"	"52194465.0235251"	"23864370.8666546"	"17583421.1153358"	"18081842.1643168"	"56944608.458814"	"43090893.4597325"	"95323424.2167976"	"102668161.083283"	"328721213.948943"	"11939074.7165083"	"360552552.894128"	"283627209.833429"	"17150103.1700813"	"12454997.7859956"	"17275150.3481186"	"6110449.73129799"	"9748413.87037922"	"16170434.7581659"	"42143129.519985"	"19234364.960599"	"37362900.8294218"	"35718663.3872834"	"16913998.1555512"	"17150103.1700813"	"36499.9738216286"	"37362900.8294218"	"149.279423060328"	"136.790654266356"	"1023.642"	"10.00"	"0.00137996446901535"	"0.00281941722243752"
"209"	"MUD"	"C16 H18 O8"	"Full match"	"No results"	"No results"	"Full match"	""	"338.09968"	"6.278"	"360217925.336405"	"2"	"0"	"0"	""	""	""	"NoMSn"	"85390.9542414818"	"44657.7428918718"	"52947.3332977483"	"50012.3540177425"	"6654974.34881816"	"198608.543874628"	"7661006.48776705"	"971194.958110603"	"2413681.13658044"	"1067452.21506523"	"4094498.32858784"	"2563907.4044882"	"1730189.6337697"	"5224375.00872575"	"1126233.88568452"	"2883012.55192669"	"360217925.336405"	"1692956.62025137"	"302321939.913548"	"13771098.9724315"	"2044652.94250303"	"59467090.1258617"	"852297.044094686"	"34542339.755483"	"22295588.5033602"	"1047187.94914376"	"1183795.84123044"	"1629381.93017499"	"522017.400821246"	"980646.490125592"	"820435.294459549"	"590815.313334048"	"175570.002262185"	"1339449.91455914"	"159737.347792725"	"737955.12298539"	"1047187.94914376"	"51479.8436577454"	"1629381.93017499"	"31.6129263886975"	"313.073241829867"	"31.651"	"4.98"	"3.04221986690738E-12"	"4.02461148077939E-11"
"210"	"a-Linolenic acid"	"C18 H30 O2"	"Full match"	"Full match"	"Full match"	"Full match"	""	"278.22457"	"16.047"	"359033199.051345"	"1"	"5"	"1"	"Other"	"99.1"	""	"PreferredDDA"	"200845.636652283"	"176600.237454736"	"399702.22629868"	"2283301.62082216"	"200570.499737952"	"431491.911188057"	"461101.718515571"	"540552.095081974"	"719330.609090531"	"297201.821754313"	"1671310.35544974"	"1201510.53604658"	"1243042.52834686"	"3221966.9470863"	"1580867.22013097"	"1380026.78717829"	"2029929.07369483"	"1619423.93729218"	"759323.697716605"	"262280.775373319"	"247313.505195857"	"238833.080891721"	"240397.500405588"	"264004.863338511"	"4059311.67684861"	"291569926.670155"	"33936808.984514"	"19853946.9489346"	"117106721.890031"	"79334337.5344911"	"102544979.775356"	"289953778.0943"	"89581013.7039085"	"182921953.082124"	"359033199.051345"	"141151410.455837"	"291569926.670155"	"300273.931475481"	"1619423.93729218"	"132.928059398007"	"171.413313221697"	"5.393"	"2.43"	"0.0136167240995224"	"0.0236014080517138"
"425"	"L-Glutamic acid"	"C5 H9 N O4"	"Full match"	"Full match"	"Full match"	"Full match"	""	"147.05307"	"0.711"	"357042932.867284"	"5"	"1"	"95"	"Superpathway of chorismate metabolism;Anaerobic aromatic compound degradation (Thauera aromatica);Adenosylcobalamin biosynthesis II (aerobic);Adenosylcobalamin biosynthesis I (anaerobic);Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Superpathway of aromatic amino acid biosynthesis;Superpathway of L-threonine metabolism;Superpathway of histidine, purine, and pyrimidine biosynthesis;Superpathway of purine nucleotide salvage;Superpathway of indole-3-acetate conjugate biosynthesis;Other"	"99.5"	""	"PreferredDDA"	"138542.244022322"	"513505.185210259"	"46348.6967652216"	"49699.4065585717"	"170773967.961926"	"186766350.52513"	"144168360.344918"	"98650093.938032"	"146644359.865764"	"167953809.187014"	"69392343.6229951"	"291236995.372362"	"286646543.210202"	"162932829.820537"	"157504142.348983"	"151503196.566999"	"119088819.260703"	"206661323.785001"	"276739319.645518"	"357042932.867284"	"334063364.727777"	"69053478.80906"	"97601742.9261802"	"107347026.343497"	"247069914.377496"	"14489450.2604444"	"28902626.2629161"	"22470424.7009711"	"14021694.7693735"	"31646535.0531632"	"37837673.3913145"	"26297506.6896417"	"28869727.0639753"	"15960861.3729861"	"13994575.2643372"	"10608663.216683"	"14489450.2604444"	"94120.8252904466"	"107347026.343497"	"118.595407156261"	"83.3753398210272"	"1140.524"	"10.16"	"0.00054640666262289"	"0.0012037257224349"
"222"	"2-Bornyl propionate"	"C13 H22 O2"	"Full match"	"No results"	"No results"	"Full match"	""	"210.16196"	"11.671"	"344515412.351871"	"1"	"0"	"0"	""	""	""	"PreferredDDA"	"270388405.24932"	"61639270.4126286"	"121903725.33973"	"47138582.929248"	"131579319.415738"	"135548592.807824"	"130925144.330857"	"132955006.310999"	"134769321.48881"	"134702016.115039"	"133878042.533708"	"156092031.542025"	"152973882.538609"	"323441088.441559"	"53336348.4663648"	"54143259.8533392"	"54765390.6938179"	"53589782.1050205"	"159219576.151227"	"181636657.104159"	"198057837.416197"	"228742368.809651"	"221961533.335409"	"204096411.749747"	"199491572.118917"	"295498228.29725"	"344515412.351871"	"342186191.374641"	"204633241.056528"	"173754962.668518"	"184503055.531171"	"217209672.57673"	"228834652.916431"	"212835973.4115"	"206729938.027951"	"216967087.548123"	"295498228.29725"	"91771497.8761793"	"184503055.531171"	"81.4414959030415"	"42.0552883075049"	"2.010"	"1.01"	"0.278126636751009"	"0.372904802869377"
"252"	"Salicylic acid"	"C7 H6 O3"	"Full match"	"Full match"	"Not the top hit"	"Full match"	""	"138.03165"	"0.755"	"330559284.60026"	"3"	"2"	"13"	"Superpathway of chorismate metabolism;Anaerobic aromatic compound degradation (Thauera aromatica);Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of 4-hydroxybenzoate biosynthesis (yeast);Superpathway of aromatic compound degradation via 3-oxoadipate;Other"	"85.3"	""	"PreferredDDA"	"403626.095826946"	"821671.704583587"	"496584.899319277"	"38811.68950661"	"330559284.60026"	"213944891.933522"	"206351162.630747"	"166372507.234522"	"88743765.299078"	"180623667.285031"	"160907278.649896"	"217351081.014657"	"254437229.057836"	"178019051.068699"	"206700448.06534"	"234616875.13546"	"68334086.5971946"	"233093983.94177"	"300511295.085187"	"95254852.8951361"	"55866770.7049222"	"22526131.6360472"	"83528527.0556739"	"28901901.8744577"	"104110931.772476"	"56954278.6277572"	"193329978.647251"	"53027746.9454083"	"39584785.3665285"	"145031350.053165"	"90136521.273782"	"42697056.6463786"	"47298747.3808012"	"43274239.1339612"	"59989716.4364982"	"92261510.3729201"	"56954278.6277572"	"450105.497573112"	"95254852.8951361"	"73.1644960008284"	"65.0591825833951"	"211.628"	"7.73"	"0.00255790057892708"	"0.00497238547158506"
"244"	"trans-3-Indoleacrylic acid"	"C11 H9 N O2"	"Full match"	"Full match"	"No results"	"Partial match"	""	"187.06332"	"3.163"	"314986899.699288"	"2"	"6"	"0"	""	"93.6"	""	"PreferredDDA"	"99057.9468333533"	"306790.863615939"	"74774.2202815178"	"177152.305822544"	"39594205.8515815"	"314986899.699288"	"9190638.97064233"	"5118929.95526255"	"134279687.754942"	"56528452.4386963"	"14060311.3442256"	"37565048.7760967"	"51053420.0615477"	"72626828.7958459"	"18178709.0397431"	"12935175.5961803"	"16150086.1406827"	"38959077.6365573"	"49033749.6888227"	"110653254.510112"	"185461298.23524"	"96659792.6746147"	"108728211.842427"	"118713050.854406"	"244211183.623975"	"12592960.5477738"	"14893548.4485528"	"14969974.888593"	"27262326.304417"	"39649858.5802568"	"41935147.3083348"	"10038026.712005"	"24405811.7644491"	"16482074.8694531"	"8097110.16462277"	"5906018.94296591"	"12592960.5477738"	"138105.126327948"	"37565048.7760967"	"63.5275369974196"	"121.377818463142"	"272.003"	"8.09"	"1.08174403413803E-05"	"3.49049948804315E-05"
"248"	"DL-Glutamine"	"C5 H10 N2 O3"	"Full match"	"Full match"	"Full match"	"Full match"	""	"146.06901"	"0.704"	"314413568.629772"	"2"	"3"	"45"	"Superpathway of chorismate metabolism;Adenosylcobalamin biosynthesis II (aerobic);Adenosylcobalamin biosynthesis I (anaerobic);Superpathway of aromatic amino acid biosynthesis;Superpathway of histidine, purine, and pyrimidine biosynthesis;Superpathway of purine nucleotide salvage;Superpathway of indole-3-acetate conjugate biosynthesis;Other"	"97.1"	""	"PreferredDDA"	"145639.43772864"	"376419.905912947"	"42144.6339411034"	"27611.7426564493"	"90378473.9628043"	"110752838.190146"	"61025127.5391958"	"70178812.8717029"	"74763504.4766677"	"86381775.5430369"	"45505229.2200795"	"142203731.657447"	"164572002.015666"	"84039251.9350496"	"92689218.584588"	"70667223.4642064"	"75431633.4748187"	"95925556.5816321"	"146819525.037162"	"314413568.629772"	"276813714.719748"	"37711921.7960793"	"52824389.0358049"	"67622185.9348572"	"217270917.057636"	"10652660.0345604"	"19515508.3491214"	"16914929.9735381"	"9930800.62625371"	"21378943.9520278"	"25521823.8915677"	"19042346.9622939"	"16329307.5990002"	"10868676.4536674"	"9228830.94490102"	"6068572.80463259"	"10652660.0345604"	"93892.0358348717"	"67622185.9348572"	"108.899423946384"	"98.3385855624316"	"720.212"	"9.49"	"0.000889874418044238"	"0.00188792248197804"
"447"	"D-(+)-Pyroglutamic Acid"	"C5 H7 N O3"	"Full match"	"Full match"	"Full match"	"Full match"	""	"129.04254"	"0.713"	"313430592.674069"	"3"	"2"	"2"	"Other"	"97.1"	""	"PreferredDDA"	"211275.681697385"	"361513.076663604"	"62174.610206163"	"49626.6542085614"	"119176501.880335"	"114856360.344829"	"68077800.5121986"	"77870805.7673346"	"79646829.7003943"	"102346075.420746"	"58713073.2950684"	"154547312.874635"	"165622781.95058"	"92589949.3364775"	"112456273.769078"	"96355576.324071"	"88379676.6794956"	"103464956.258881"	"183031144.661241"	"313430592.674069"	"280383579.02219"	"67375031.8316006"	"71021751.2576909"	"86595289.2119372"	"231393585.433235"	"12224569.8778415"	"21856143.6541459"	"19056311.8351988"	"11263110.7637292"	"23390344.3335582"	"26059375.8531646"	"19998683.2447722"	"18946535.2148234"	"12188090.5815594"	"12673493.3798395"	"6920098.98777067"	"12224569.8778415"	"136725.145951774"	"77870805.7673346"	"85.6684311049073"	"89.8724250476741"	"569.543"	"9.15"	"0.000302250115733344"	"0.00070572840582077"
"274"	"2-Hydroxyadipic acid"	"C6 H10 O5"	"Full match"	"No results"	"Partial match"	"Full match"	""	"162.05314"	"8.737"	"286770689.0604"	"6"	"0"	"4"	"Other"	""	""	"PreferredDDA"	"9973963.57391663"	"7954898.4560972"	"212610.999718662"	"396367.252661145"	"5493766.63545614"	"6173886.4390926"	"4514416.50942538"	"4554388.53998257"	"5820978.00311243"	"6035003.25082304"	"7393676.57875646"	"4814670.4323206"	"8549865.02508157"	"9538530.94344173"	"5470190.29826026"	"6759578.00465166"	"6049796.04422226"	"5007487.74688798"	"286770689.0604"	"14789656.5696426"	"11841600.1110043"	"15606714.749968"	"14270673.6179595"	"9293176.80689239"	"5202185.67236669"	"1149645.3684187"	"1173356.94160288"	"1205244.46138945"	"1410617.15167935"	"1786378.07526589"	"1670490.87987184"	"1977218.94581747"	"3565082.77662689"	"3162596.33783624"	"2592949.05141373"	"1314519.12786183"	"1149645.3684187"	"4175632.85437917"	"5202185.67236669"	"109.351804447315"	"347.701691009884"	"1.246"	"0.32"	"0.357327944500566"	"0.462529732219975"
"283"	"2,4-Dimethylbenzaldehyde"	"C9 H10 O"	"Full match"	"Full match"	"No results"	"Partial match"	""	"134.07307"	"11.966"	"281894357.086442"	"4"	"6"	"0"	""	"86.3"	"71.5"	"PreferredDDA"	"31311426.0064984"	"9075782.04644523"	"153077.018014297"	"155844.791371939"	"37596581.5547972"	"36791888.6094873"	"27287773.3019472"	"30647739.5799817"	"19834702.5071256"	"26154157.5808973"	"42188554.5004109"	"17839049.9831211"	"35558816.817852"	"22687967.4113598"	"27390819.3906529"	"17724206.8411114"	"29135408.6606239"	"15344932.7646222"	"281894357.086442"	"17577644.7146626"	"22548660.5648183"	"32046967.8190912"	"20098161.980577"	"10977625.1711152"	"29952226.9559659"	"5801942.92178325"	"13339809.0690323"	"13781109.0048146"	"15054516.4049597"	"15976105.5571833"	"8684383.08437037"	"13688869.7892847"	"13395825.9394291"	"9534076.18784787"	"10455374.492168"	"7719840.4854368"	"5801942.92178325"	"4615813.41890859"	"17839049.9831211"	"144.542216362843"	"164.497433586837"	"3.865"	"1.95"	"0.168351931917261"	"0.239621457579438"
"298"	"Trigonelline"	"C7 H7 N O2"	"Full match"	"Full match"	"Partial match"	"Full match"	""	"137.04765"	"0.709"	"273483979.623866"	"4"	"8"	"14"	"Superpathway of chorismate metabolism;Anaerobic aromatic compound degradation (Thauera aromatica);Superpathway of aromatic compound degradation via 2-oxopent-4-enoate;Superpathway of aromatic amino acid biosynthesis;Superpathway of aromatic compound degradation via 3-oxoadipate;Other"	"99.1"	""	"PreferredDDA"	"884213.181117088"	"495896.899268605"	"22711.1902898493"	"203311.79234441"	"171933321.27583"	"171349246.038238"	"112391440.590171"	"97377413.9468781"	"73541005.8024209"	"189802767.312711"	"132256328.984424"	"156119465.101994"	"273483979.623866"	"135435231.073009"	"130210672.355015"	"38000910.6737565"	"78912176.8929149"	"270747063.077404"	"256167345.100633"	"37257099.3230184"	"24973751.0456683"	"31302348.4899604"	"34238294.5331611"	"28965975.9903578"	"40520374.9093453"	"10964120.1835073"	"4152499.90969921"	"2705169.59749854"	"6640916.53389696"	"3034052.91164551"	"3531151.99763314"	"21026862.5388548"	"4252743.61566128"	"37345843.8061212"	"2676851.96545411"	"8463297.2369817"	"10964120.1835073"	"349604.345806507"	"37345843.8061212"	"93.702230464018"	"106.389682169127"	"106.823"	"6.74"	"0.00499373303731603"	"0.00922002318469429"
"292"	"Quercetin"	"C15 H10 O7"	"Full match"	"Full match"	"Full match"	"Full match"	""	"302.04246"	"7.930"	"273263631.639608"	"3"	"18"	"1"	"Superpathway of flavones and derivatives biosynthesis"	"97.6"	""	"PreferredDDA"	"28602.1651308422"	"377384.040345949"	"16695.933953046"	"34741.9424419671"	"35351096.3506712"	"59350.4730596997"	"210010304.812154"	"48738.3453038108"	"26451.2343090728"	"859350.132405658"	"16063739.0253388"	"65453.3489862186"	"15684172.6371438"	"1319240.29310507"	"6163187.98755922"	"3522559.63210632"	"7841433.39360994"	"15508447.6490746"	"238365.022808798"	"99971.2888132099"	"273263631.639608"	"607450.787106406"	"157055391.372819"	"218880.878352405"	"256167513.389454"	"22548103.749626"	"13001408.6033457"	"11898891.1801661"	"1331228.60427144"	"75295120.6001067"	"13164130.3793962"	"10826479.5154674"	"12866212.2261639"	"11270086.1478039"	"65424182.0053433"	"7994241.51770686"	"22548103.749626"	"31672.0537864047"	"11270086.1478039"	"153.478558631262"	"192.050744679408"	"355.837"	"8.48"	"0.001376574167734"	"0.00281304673675389"
"304"	"DHM"	"C15 H12 O8"	"Full match"	"No results"	"Full match"	"Full match"	""	"320.05315"	"5.308"	"263767535.257609"	"1"	"0"	"1"	"Superpathway of flavones and derivatives biosynthesis"	""	""	"PreferredDDA"	"52941.9760428118"	"45459.2315975365"	"50852.074943723"	"29090.9011979531"	"66113563.6632422"	"1603169.01097978"	"2124583.31078266"	"4746629.84777756"	"6146122.13174607"	"31059620.9575055"	"49205573.4464154"	"79896150.5220354"	"16775231.4012086"	"24449356.1295454"	"263767535.257609"	"4762681.71988187"	"9170256.00919625"	"84486663.7108293"	"170614076.363055"	"12631706.1218805"	"8096731.35803986"	"22966271.6119748"	"38584555.0159299"	"7098392.25184533"	"22656789.1917452"	"3851818.22399323"	"7441239.52860158"	"6402902.74460658"	"79662.5414942445"	"237455.232177641"	"9754508.02764489"	"3892361.27409359"	"63709.2423835882"	"1430719.9960045"	"48292.7959461524"	"900562.44578114"	"3851818.22399323"	"48155.6532706298"	"7441239.52860158"	"24.2237476905002"	"187.169851246042"	"154.525"	"7.27"	"1.37800389022747E-14"	"2.91156159383031E-13"
"450"	"Quercetin-3ß-D-glucoside"	"C21 H20 O12"	"Full match"	"Full match"	"Full match"	"Full match"	""	"464.09538"	"8.118"	"256190175.629916"	"7"	"3"	"1"	"Superpathway of flavones and derivatives biosynthesis"	"98.6"	""	"PreferredDDA"	"857935.601782045"	"2691322.64814807"	"163036.396814409"	"113332.269612507"	"2632576.69691376"	"43134584.6753064"	"5083258.20953925"	"40610707.4428629"	"19046606.031282"	"167722944.8364"	"1126823.71289995"	"14858847.7250585"	"10755186.9701878"	"11571410.3525334"	"1982731.72023389"	"2114390.99225956"	"696481.100919786"	"12854556.0168079"	"143038534.312259"	"12219591.6440807"	"159577837.912512"	"20914579.0353792"	"67999109.6793701"	"19761104.7557094"	"256190175.629916"	"30234302.1551"	"2744074.36792875"	"18058041.5040267"	"83448294.0564124"	"2556298.56775093"	"1821583.70978887"	"562688.447054992"	"769547.39098919"	"11440883.6139118"	"1233685.56460243"	"8707062.92618031"	"30234302.1551"	"510485.999298227"	"12219591.6440807"	"126.046870388063"	"164.172592995206"	"23.937"	"4.58"	"0.0160955228789269"	"0.0275877475754932"
"327"	"Docosanamide"	"C22 H45 N O"	"Full match"	"Full match"	"No results"	"No results"	""	"339.35005"	"17.648"	"237906687.570007"	"0"	"1"	"0"	""	"99.8"	""	"PreferredDDA"	"41124618.327495"	"35960181.2452039"	"36472251.1032912"	"230569823.614898"	"16498134.6018313"	"16691833.4257703"	"11802762.4681627"	"14872755.5034814"	"20158673.0025459"	"18421577.9815595"	"17732632.1130838"	"14558032.0374306"	"18815608.9510646"	"20276473.5559225"	"21562690.4935454"	"37480498.9381554"	"40634143.9073313"	"24104187.9603946"	"237906687.570007"	"38846256.9150113"	"44147000.8410641"	"43655905.888872"	"73398372.2286666"	"63447645.1844405"	"53077652.824865"	"98258941.0187876"	"159386599.668305"	"147900012.730817"	"100928724.533725"	"55761562.5746247"	"73876542.0900738"	"108165324.283245"	"128383600.558387"	"55507333.5217746"	"128560121.779536"	"107749387.086363"	"98258941.0187876"	"38798434.7153931"	"44147000.8410641"	"112.036283730934"	"83.3551975107726"	"1.138"	"0.19"	"0.615929484881573"	"0.723732905469852"
